,accession,domain,phylum,class,order,family,genus,species,OGT,selected
1034,RS_GCF_009835145.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Profundibacterium,profundibacterium mesophilum,22.5,True
1035,RS_GCF_010669225.1,Bacteria,Firmicutes_C,Negativicutes,Selenomonadales,Selenomonadaceae,Megamonas,megamonas funiformis,38.0,True
1036,RS_GCF_010686725.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Galbitalea,galbitalea soli,29.0,True
1037,RS_GCF_011762185.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Dyadobacter,dyadobacter arcticus,18.0,True
1038,RS_GCF_013409005.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Demequinaceae,Demequina,demequina lutea,22.75,True
1039,RS_GCF_013410655.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,nocardioides thalensis,33.5,False
1040,RS_GCF_014138045.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,nocardioides ginsengisegetis,27.5,True
1041,RS_GCF_014199305.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas aerophila,29.0,False
1042,RS_GCF_014199415.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas endophytica,28.75,False
1043,RS_GCF_014203095.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Prosthecobacter,prosthecobacter vanneervenii,26.0,False
1044,RS_GCF_014529945.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,chitinophaga varians,29.0,False
1045,RS_GCF_014635725.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter mendelii,20.0,False
1046,RS_GCF_014636935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Alsobacter,alsobacter metallidurans,27.5,True
1047,RS_GCF_014640255.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Subtercola,subtercola lobariae,20.0,True
1048,RS_GCF_014640335.1,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Edaphobacter,edaphobacter dinghuensis,30.5,False
1049,RS_GCF_014642735.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus acridae,27.5,False
1050,RS_GCF_014650075.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces microflavus,28.25,False
1051,RS_GCF_014650695.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces avidinii,27.3333333333333,False
1052,RS_GCF_014652355.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,gemmobacter lanyuensis,27.5,False
1053,RS_GCF_014656395.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Kordiimonadaceae,Kordiimonas,kordiimonas sediminis,36.0,True
1054,RS_GCF_015645465.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Herminiimonas,herminiimonas contaminans,27.5,True
1055,RS_GCF_015999465.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Lonsdalea,lonsdalea populi,32.0,True
1056,RS_GCF_016584085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium,halochromatium glycolicum,25.5,True
1057,RS_GCF_016595415.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Roseibacillus,roseibacillus ishigakijimensis,33.5,False
1058,RS_GCF_016889425.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium amycolatum,35.8333333333333,True
1059,RS_GCF_016908315.1,Bacteria,Firmicutes_F,Halanaerobiia,Halobacteroidales,Halobacteroidaceae,Halanaerobacter,halanaerobacter jeridensis,45.0,True
1060,RS_GCF_017255295.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Nitratireductor,nitratireductor aquimarinus,32.5,False
1061,RS_GCF_017874355.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Filifactoraceae,Acetoanaerobium,acetoanaerobium pronyense,35.0,True
1062,RS_GCF_017875465.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,erwinia toletana,28.25,False
1063,RS_GCF_018390645.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,Ancylobacter,ancylobacter dichloromethanicus,29.0,False
1064,RS_GCF_018398935.1,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Telmatocola,telmatocola sphagniphila,23.0,True
1065,RS_GCF_018642165.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Echinicola,echinicola shivajiensis,33.5,False
1066,RS_GCF_900070355.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermabacteraceae,Devriesea,devriesea agamarum,27.5,True
1067,RS_GCF_900092135.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Propionibacteriaceae,Raineyella,raineyella antarctica,26.0,True
1068,RS_GCF_900099995.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,winogradskyella thalassocola,21.5,False
1069,RS_GCF_900102345.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Leucobacter,leucobacter chromiiresistens,33.5,True
1070,RS_GCF_900108275.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Jhaorihella,jhaorihella thermophila,41.0,True
1071,RS_GCF_900111795.1,Bacteria,Firmicutes,Bacilli,Bacillales,Anoxybacillaceae,Anoxybacillus,anoxybacillus pushchinoensis,61.0,True
1072,RS_GCF_900113685.1,Bacteria,Actinobacteriota,Actinomycetia,Propionibacteriales,Nocardioidaceae,Nocardioides,nocardioides psychrotolerans,20.0,False
1073,RS_GCF_900113745.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e guineae,13.0,True
1074,RS_GCF_900115605.1,Bacteria,Firmicutes,Bacilli,Bacillales_D,Amphibacillaceae,Halolactibacillus,halolactibacillus halophilus,33.5,True
1075,RS_GCF_900115755.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Parafilimonas,parafilimonas terrae,29.0,True
1076,RS_GCF_900128985.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,dysgonomonas macrotermitis,36.0,True
1077,RS_GCF_900129155.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinomonadaceae,Marinomonas,marinomonas polaris,22.0,False
1078,RS_GCF_900129825.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Nevskiaceae,Hydrocarboniphaga,hydrocarboniphaga daqingensis,22.5,True
1079,RS_GCF_900141785.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,aquimarina spongiae,32.5,False
1080,RS_GCF_900156415.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,pontibacter lucknowensis,34.0,False
1081,RS_GCF_900156675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,DSM-6294,Oleibacter,oleibacter marinus,27.5,True
1082,RS_GCF_900168195.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,bosea thiooxidans,31.83333333333333,False
1083,RS_GCF_900168345.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Clavibacter,clavibacter michiganensis,27.24166666666665,True
1084,RS_GCF_900176415.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,cellulophaga tyrosinoxydans,27.25,True
1085,RS_GCF_900183385.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,listeria costaricensis,33.5,False
1086,RS_GCF_900454025.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium gilvum,34.2222222222222,False
1087,RS_GCF_900637055.1,Bacteria,Firmicutes,Bacilli,Brevibacillales,Brevibacillaceae,Brevibacillus,brevibacillus brevis,32.5,True
1088,RS_GCF_900637305.1,Bacteria,Proteobacteria,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Cardiobacterium,cardiobacterium hominis,35.0,True
1089,RS_GCF_901447495.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Haloimpatiens,haloimpatiens lingqiaonensis,43.0,True
1090,GB_GCA_000011445.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Mycoplasma,mycoplasma mycoides,37.5,True
1091,GB_GCA_000972765.1,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,IMCC26134_A,imcc26134_a sp000972765,20.0,True
1092,GB_GCA_001436895.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,weissella confusa,32.75,False
1093,GB_GCA_001557035.1,Bacteria,Proteobacteria,Alphaproteobacteria,Reyranellales,Reyranellaceae,Reyranella,reyranella sp001557035,20.0,False
1094,GB_GCA_003028315.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,neisseria mucosa,21.227,False
1095,GB_GCA_003096615.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium,methylobacterium organophilum,28.667,True
1096,RS_GCF_000011325.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Corynebacterium,corynebacterium glutamicum,31.46707142857145,False
1097,RS_GCF_000013405.1,Bacteria,Desulfobacterota,Syntrophia,Syntrophales,Syntrophaceae,Syntrophus,syntrophus aciditrophicus,34.5835,True
1098,RS_GCF_000013905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Psychrobacter,psychrobacter cryohalolentis,24.055555555555568,True
1099,RS_GCF_000014185.1,Bacteria,Actinobacteriota,Rubrobacteria,Rubrobacterales,Rubrobacteraceae,Rubrobacter_B,rubrobacter_b xylanophilus,59.5,True
1100,RS_GCF_000016085.1,Bacteria,Bacteroidota,Chlorobia,Chlorobiales,Chlorobiaceae,Chlorobium,chlorobium phaeovibrioides,32.5,False
1101,RS_GCF_000018885.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Renibacterium,renibacterium salmoninarum,15.0,True
1102,RS_GCF_000024805.1,Bacteria,Myxococcota,Polyangia,Haliangiales,Haliangiaceae,Haliangium,haliangium ochraceum,32.0,True
1103,RS_GCF_000025305.1,Bacteria,Firmicutes_C,Negativicutes,Acidaminococcales,Acidaminococcaceae,Acidaminococcus,acidaminococcus fermentans,34.375,True
1104,RS_GCF_000026985.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Erwinia,erwinia pyrifoliae,28.5,False
1105,RS_GCF_000091545.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,thermus thermophilus,71.06914285714286,True
1106,RS_GCF_000092225.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,tsukamurella paurometabola,29.2857142857143,True
1107,RS_GCF_000092845.1,Bacteria,Spirochaetota,Brachyspirae,Brachyspirales,Brachyspiraceae,Brachyspira,brachyspira murdochii,39.0,True
1108,RS_GCF_000092985.1,Bacteria,Actinobacteriota,Actinomycetia,Streptosporangiales,Streptosporangiaceae,Nocardiopsis,nocardiopsis dassonvillei,28.6,True
1109,RS_GCF_000147715.2,Bacteria,Thermotogota,Thermotogae,Petrotogales,Kosmotogaceae,Mesotoga,mesotoga prima,41.75,True
1110,RS_GCF_000153205.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Nitrococcaceae,Nitrococcus,nitrococcus mobilis,27.5,True
1111,RS_GCF_000156215.1,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Coriobacteriaceae,Collinsella,collinsella stercoris,34.75,True
1112,RS_GCF_000166295.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter adhaerens,36.0,False
1113,RS_GCF_000171615.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Bacillaceae_K,Bacillus_T,bacillus_t coahuilensis,35.833,True
1114,RS_GCF_000178835.2,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Cellulosilyticaceae,Cellulosilyticum,cellulosilyticum lentocellum,36.5,False
1115,RS_GCF_000178955.2,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Granulicella_A,granulicella_a mallensis,25.5,True
1116,RS_GCF_000184685.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Dermatophilaceae,Intrasporangium,intrasporangium calvum,34.0,True
1117,RS_GCF_000190435.1,Bacteria,Spirochaetota,Spirochaetia,Sphaerochaetales,Sphaerochaetaceae,Sphaerochaeta,sphaerochaeta globosa,27.9165,True
1118,RS_GCF_000194135.1,Bacteria,Campylobacterota,Desulfurellia,Desulfurellales,Hippeaceae,Hippea,hippea maritima,54.111,True
1119,RS_GCF_000194155.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharopolyspora,saccharopolyspora spinosa,26.0,False
1120,RS_GCF_000194605.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Crocinitomicaceae,Fluviicola,fluviicola taffensis,20.0,True
1121,RS_GCF_000213255.1,Bacteria,Firmicutes_A,Clostridia,Mahellales,Mahellaceae,Mahella,mahella australiensis,50.0,True
1122,RS_GCF_000218625.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Flexistipitaceae,Flexistipes,flexistipes sinusarabici,46.66666666666666,True
1123,RS_GCF_000238375.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas citrea,26.0,False
1124,RS_GCF_000243235.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Gillisia,gillisia limnaea,20.0,True
1125,RS_GCF_000244975.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Saccharomonospora,saccharomonospora cyanea,32.5,False
1126,RS_GCF_000278135.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Bartonella,bartonella washoeensis,35.0,True
1127,RS_GCF_000295935.2,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Indibacter,indibacter alkaliphilus,32.625,True
1128,RS_GCF_000298295.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cecembia,cecembia lonarensis,33.5,True
1129,RS_GCF_000308675.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia paucivorans,31.0,True
1130,RS_GCF_000344155.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Gordonia,gordonia paraffinivorans,33.5,True
1131,RS_GCF_000373265.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Hymenobacteraceae,Pontibacter,pontibacter roseus,31.167,False
1132,RS_GCF_000374465.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Ahrensia,ahrensia kielensis,29.0,True
1133,RS_GCF_000378465.1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Elioraea,elioraea tepidiphila,48.75,True
1134,RS_GCF_000378485.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium rivuli,20.0,False
1135,RS_GCF_000381085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiomicrospirales,Thiomicrospiraceae,Thiomicrorhabdus,thiomicrorhabdus arctica,13.0125,True
1136,RS_GCF_000383595.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces bottropensis,26.0,False
1137,RS_GCF_000384215.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,amycolatopsis alba,26.0,False
1138,RS_GCF_000400955.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Spiroplasma,spiroplasma syrphidicola,29.0,False
1139,RS_GCF_000409775.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas_A,halomonas_a anticariensis,32.5,True
1140,RS_GCF_000419585.1,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Salinibacteraceae,Salisaeta,salisaeta longa,41.5,True
1141,RS_GCF_000422625.1,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Adlercreutzia,adlercreutzia mucosicola,35.0,True
1142,RS_GCF_000422685.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium gelidilacus,20.0,False
1143,RS_GCF_000423645.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sediminimonas,sediminimonas qiaohouensis,29.0,True
1144,RS_GCF_000428905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Glaciecola,glaciecola pallidula,10.25,True
1145,RS_GCF_000429045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Salinarimonas,salinarimonas rosea,29.0,True
1146,RS_GCF_000430545.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Tenacibaculum,tenacibaculum ovolyticum,15.0,True
1147,RS_GCF_000430825.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium daeguense,33.5,False
1148,RS_GCF_000482865.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Actinokineospora,actinokineospora inagensis,24.5,False
1149,RS_GCF_000488215.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,acinetobacter nectaris,27.5,False
1150,RS_GCF_000520975.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,aquimarina megaterium,29.0,False
1151,RS_GCF_000525915.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Brochothrix,brochothrix campestris,26.0,False
1152,RS_GCF_000600975.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Limimaricola,limimaricola hongkongensis,27.0,True
1153,RS_GCF_000616095.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sneathiellales,Sneathiellaceae,Sneathiella,sneathiella glossodoripedis,40.0,True
1154,RS_GCF_000682715.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Hyphomonas,hyphomonas atlantica,31.0,False
1155,RS_GCF_000732535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nevskiales,Salinisphaeraceae,Salinisphaera,salinisphaera hydrothermalis,32.5,False
1156,RS_GCF_000735355.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Buttiauxella,buttiauxella agrestis,29.0,True
1157,RS_GCF_000739915.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,NBRC-103111,Paenibacillus_F,paenibacillus_f chitinolyticus,31.0,True
1158,RS_GCF_000746255.1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,thermodesulfobacterium hydrogeniphilum,72.5,True
1159,RS_GCF_000807925.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,novosphingobium subterraneum,20.0,True
1160,RS_GCF_000812965.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter kyungheensis,27.5,False
1161,RS_GCF_000819785.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Aeromonas,aeromonas caviae,29.39583333333335,False
1162,RS_GCF_000829445.1,Bacteria,Firmicutes,Bacilli,Bacillales_B,Jeotgalibacillaceae,Jeotgalibacillus,jeotgalibacillus alimentarius,32.5,False
1163,RS_GCF_000971275.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Devosia,devosia psychrophila,10.0,True
1164,RS_GCF_000974365.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Geofilum,geofilum rubicundum,33.0,False
1165,RS_GCF_001047375.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Caloramatoraceae,Clostridium_AB,clostridium_ab cylindrosporum,42.5,True
1166,RS_GCF_001050135.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cyclobacteriaceae,Cyclobacterium,cyclobacterium amurskyense,26.0,True
1167,RS_GCF_001311925.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Cellulosilyticaceae,Cellulosilyticum,cellulosilyticum ruminicola,39.0,True
1168,RS_GCF_001401755.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,aquimarina longa,22.0,True
1169,RS_GCF_001404985.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium aquidurense_b,23.5,False
1170,RS_GCF_001437605.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pediococcus argentinicus,40.0,True
1171,RS_GCF_001442805.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,lysobacter gummosus,20.0,False
1172,RS_GCF_001465345.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,enterococcus rotai,26.0,False
1173,RS_GCF_001467525.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,legionella anisa,38.5,False
1174,RS_GCF_001471585.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio cholerae,29.25,False
1175,RS_GCF_001514535.1,Bacteria,Nitrospirota,Thermodesulfovibrionia,Thermodesulfovibrionales,Thermodesulfovibrionaceae,Thermodesulfovibrio,thermodesulfovibrio aggregans,60.0,True
1176,RS_GCF_001556185.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas sp001556185,20.0,True
1177,RS_GCF_001570885.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Micrococcaceae,Micrococcus,micrococcus lylae,32.5,False
