,accession,domain,phylum,class,order,family,genus,species,OGT,selected
865,RS_GCF_013004695.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Cellulomonadaceae,Promicromonospora,promicromonospora citrea,28.5,True
866,RS_GCF_013410775.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Sphaerotilus,sphaerotilus montanus,26.0,False
867,RS_GCF_014195535.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Runella,runella defluvii,32.5,True
868,RS_GCF_014201735.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter oulmenensis,38.5,False
869,RS_GCF_014202275.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Rhabdobacter,rhabdobacter roseus,27.5,True
870,RS_GCF_014202425.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Phytomonospora,phytomonospora endophytica,24.0,True
871,RS_GCF_014203705.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Kitasatospora,kitasatospora gansuensis,26.5,True
872,RS_GCF_014652815.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,alcaligenes pakistanensis,29.0,False
873,RS_GCF_014653575.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas glacialis,22.0,False
874,RS_GCF_015751905.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Micromonosporaceae,Longispora,longispora fulva,29.0,True
875,RS_GCF_016415625.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Shimwellia,shimwellia pseudoproteus,29.0,True
876,RS_GCF_016735115.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Aquimarina,aquimarina mytili,27.5,False
877,RS_GCF_016909585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Hydrogenophaga,hydrogenophaga laconesensis,26.5,True
878,RS_GCF_017874545.1,Bacteria,Firmicutes_A,Thermoanaerobacteria,Thermoanaerobacterales,Thermoanaerobacteraceae,Thermoanaerobacterium,thermoanaerobacterium butyriciformans,52.5,True
879,RS_GCF_018221685.1,Bacteria,Proteobacteria,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Bombella,bombella apis,33.5,True
880,RS_GCF_019056595.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Pectobacterium,pectobacterium atrosepticum,27.3875,False
881,RS_GCF_900009275.2,Bacteria,Cyanobacteria,Cyanobacteriia,Cyanobacteriales,Microcoleaceae,Planktothrix,planktothrix rubescens,20.0,True
882,RS_GCF_900088415.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio mediterranei,26.0,False
883,RS_GCF_900099625.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Lactococcus,lactococcus lactis,30.1739130434783,False
884,RS_GCF_900100115.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium soldanellicola,27.5,False
885,RS_GCF_900102145.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,thermus arciformis,70.0,True
886,RS_GCF_900102535.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Sulfitobacter,sulfitobacter delicatus,25.5,False
887,RS_GCF_900103175.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Tsukamurella,tsukamurella pulmonis,31.0,False
888,RS_GCF_900103655.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,lactobacillus kefiranofaciens,28.6666666666667,False
889,RS_GCF_900105335.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,microbacterium paraoxydans,30.45,False
890,RS_GCF_900107215.1,Bacteria,Synergistota,Synergistia,Synergistales,Acetomicrobiaceae,Acetomicrobium,acetomicrobium thermoterrenum,55.0,True
891,RS_GCF_900109705.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseivivax,roseivivax marinus,32.0,True
892,RS_GCF_900109935.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium taichungense,23.5,False
893,RS_GCF_900110025.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Gemmobacter,gemmobacter aquatilis,31.0,True
894,RS_GCF_900110065.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Loktanella,loktanella fryxellensis,20.0,True
895,RS_GCF_900110575.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,amycolatopsis saalfeldensis,27.5,False
896,RS_GCF_900112245.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Maribacter,maribacter stanieri,25.5,False
897,RS_GCF_900112305.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Cellvibrionaceae,Microbulbifer,microbulbifer thermotolerans,44.0,True
898,RS_GCF_900112485.1,Bacteria,Firmicutes_A,Clostridia,Clostridiales,Clostridiaceae,Clostridium,clostridium uliginosum,21.666666666666668,False
899,RS_GCF_900112605.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalospirales,Thiohalospiraceae,Thiohalospira,thiohalospira halophila,33.5,True
900,RS_GCF_900129385.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium takakiae,29.0,False
901,RS_GCF_900129745.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,winogradskyella jejuensis,22.5,True
902,RS_GCF_900129755.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Chryseobacterium,chryseobacterium oranimense,31.5,False
903,RS_GCF_900142145.1,Bacteria,Firmicutes_A,Clostridia,Peptostreptococcales,Thermotaleaceae,Geosporobacter,geosporobacter subterraneus,41.333333333333336,True
904,RS_GCF_900142365.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Pseudonocardia,pseudonocardia thermophila,45.83333333333335,True
905,RS_GCF_900156625.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Zobellia,zobellia uliginosa,26.0,False
906,RS_GCF_900176365.1,Bacteria,Desulfobacterota,Desulfobacteria,Desulfobacterales,Desulfobacteraceae,Desulfobacterium_A,desulfobacterium_a vacuolatum,27.5,True
907,RS_GCF_900221025.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,chromohalobacter canadensis,29.0,False
908,RS_GCF_900454835.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella denticola,34.75,False
909,RS_GCF_900458565.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Staphylococcus,staphylococcus equorum,35.25,False
910,RS_GCF_900637185.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia asteroides,30.32236842105265,False
911,RS_GCF_902804485.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium collinsii,22.0,False
912,GB_GCA_002205125.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Mitsuaria,mitsuaria noduli,27.5,True
913,GB_GCA_004340125.1,Bacteria,Firmicutes_A,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,harryflintia acetispora,39.0,True
914,GB_GCA_902825215.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas_E,pseudomonas_e fluorescens_g,30.448,False
915,RS_GCF_000008045.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Rickettsia,rickettsia typhi,34.0,True
916,RS_GCF_000008485.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,legionella pneumophila,35.7443181818182,True
917,RS_GCF_000008985.1,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,francisella tularensis,36.5,True
918,RS_GCF_000010725.1,Bacteria,Proteobacteria,Alphaproteobacteria,Azospirillales,Azospirillaceae,Azospirillum,azospirillum lipoferum_b,34.889,True
919,RS_GCF_000010985.1,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Deferribacter,deferribacter desulfuricans,61.708333333333336,True
920,RS_GCF_000012365.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,burkholderia thailandensis,31.25,False
921,RS_GCF_000012945.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,burkholderia lata,33.5,False
922,RS_GCF_000013085.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Rhodospirillum,rhodospirillum rubrum,27.475,True
923,RS_GCF_000014785.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrococcales,Halorhodospiraceae,Alkalilimnicola,alkalilimnicola ehrlichii,31.25,True
924,RS_GCF_000016905.1,Bacteria,Thermotogota,Thermotogae,Thermotogales,Fervidobacteriaceae,Thermosipho,thermosipho melanesiensis,70.0,True
925,RS_GCF_000024425.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Meiothermus,meiothermus ruber,58.333333333333336,True
926,RS_GCF_000025565.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Enterobacter,enterobacter cloacae,30.1111111111111,True
927,RS_GCF_000155815.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,bacteroides eggerthii,34.75,False
928,RS_GCF_000160055.1,Bacteria,Firmicutes_C,Negativicutes,Veillonellales,Dialisteraceae,Dialister,dialister invisus,35.0,True
929,RS_GCF_000162755.2,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,legionella drancourtii,31.0,False
930,RS_GCF_000166395.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Leadbetterella,leadbetterella byssophila,30.667,True
931,RS_GCF_000166715.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,leuconostoc gelidum,17.25,True
932,RS_GCF_000195635.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,bacteroides fluxus,34.75,True
933,RS_GCF_000212395.1,Bacteria,Thermodesulfobiota,Thermodesulfobiia,Thermodesulfobiales,Thermodesulfobiaceae,Thermodesulfobium,thermodesulfobium narugense,51.25,True
934,RS_GCF_000235585.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,paenibacillus terrae_b,32.5,True
935,RS_GCF_000238335.3,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Pseudoalteromonas,pseudoalteromonas marina,20.5,True
936,RS_GCF_000258405.1,Bacteria,Bacteroidota,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacterium,ignavibacterium album,45.0,True
937,RS_GCF_000260965.1,Bacteria,Proteobacteria,Gammaproteobacteria,Nitrosococcales,Methylophagaceae,Methylophaga,methylophaga frappieri,34.0,True
938,RS_GCF_000295855.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium fortuitum,37.0666666666667,False
939,RS_GCF_000299915.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Gallaecimonadaceae,Gallaecimonas,gallaecimonas xiamenensis,27.5,True
940,RS_GCF_000299935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Oceanibaculales,Oceanibaculaceae,Oceanibaculum,oceanibaculum indicum,29.75,True
941,RS_GCF_000301075.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,bergeyella zoohelcum,32.5,True
942,RS_GCF_000308515.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Nocardia,nocardia carnea,29.0,False
943,RS_GCF_000371925.1,Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiolinea,thiolinea disciformis,27.5,True
944,RS_GCF_000372845.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylocystis,methylocystis rosea,27.0,True
945,RS_GCF_000376105.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,asticcacaulis benevestitus,18.33333333333333,True
946,RS_GCF_000379725.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Cytophagaceae,Cytophaga,cytophaga aurantiaca,24.0,False
947,RS_GCF_000384395.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geopsychrobacteraceae,Geopsychrobacter,geopsychrobacter electrodiphilus,22.0,True
948,RS_GCF_000416985.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,sphingobacterium paucimobilis,31.25,False
949,RS_GCF_000420665.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Ponticaulis,ponticaulis koreensis,33.5,True
950,RS_GCF_000421625.1,Bacteria,Deinococcota,Deinococci,Deinococcales,Thermaceae,Thermus,thermus islandicus,65.0,True
951,RS_GCF_000422085.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Serratia,serratia liquefaciens,26.0,False
952,RS_GCF_000426445.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Brevibacteriaceae,Brevibacterium,brevibacterium album,34.0,False
953,RS_GCF_000427095.1,Bacteria,Armatimonadota,Chthonomonadetes,Chthonomonadales,Chthonomonadaceae,Chthonomonas,chthonomonas calidirosea,63.16666666666666,True
954,RS_GCF_000429545.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Arenibacter,arenibacter certesii,16.0,True
955,RS_GCF_000473325.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Leisingera,leisingera caerulea,23.0,False
956,RS_GCF_000515255.1,Bacteria,Proteobacteria,Alphaproteobacteria,Kiloniellales,Rhodovibrionaceae,Rhodovibrio,rhodovibrio salinarum,40.0,True
957,RS_GCF_000518085.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales_A,Rhizobiaceae_A,Bartonella,bartonella grahamii,36.0,False
958,RS_GCF_000565195.1,Bacteria,Firmicutes,Bacilli,Mycoplasmatales,Mycoplasmataceae,Spiroplasma,spiroplasma mirum,33.5,False
959,RS_GCF_000633935.1,Bacteria,Proteobacteria,Gammaproteobacteria,Ectothiorhodospirales,Ectothiorhodospiraceae,Ectothiorhodospira,ectothiorhodospira haloalkaliphila,45.0,True
960,RS_GCF_000686525.1,Bacteria,Desulfobacterota_I,Desulfovibrionia,Desulfovibrionales,Desulfonatronovibrionaceae,Desulfonatronovibrio,desulfonatronovibrio hydrogenovorans,33.5,True
961,RS_GCF_000718985.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces megasporus,45.0,True
962,RS_GCF_000734015.1,Bacteria,Desulfobacterota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,thermodesulfobacterium commune,70.0,True
963,RS_GCF_000757885.1,Bacteria,Firmicutes,Bacilli,Paenibacillales,Paenibacillaceae,Paenibacillus,paenibacillus wynnii,21.0,False
964,RS_GCF_000768345.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,lysobacter concretionis,27.5,False
965,RS_GCF_000812665.2,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Halocynthiibacter_B,halocynthiibacter_b arcticus,21.0,True
966,RS_GCF_000831385.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,nonlabens marinus,22.5,False
967,RS_GCF_000948975.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Thalassomonas,thalassomonas actiniarum,27.5,True
968,RS_GCF_000987075.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Burkholderia,burkholderia contaminans,33.0,False
969,RS_GCF_001186155.3,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,planococcus versutus,26.0,False
970,RS_GCF_001262015.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Prevotella,prevotella fusca,35.0,False
971,RS_GCF_001263355.1,Bacteria,Firmicutes_A,Clostridia,Eubacteriales,Eubacteriaceae,Acetobacterium,acetobacterium bakii,20.0,False
972,RS_GCF_001267405.1,Bacteria,Firmicutes_B,Moorellia,Moorellales,Moorellaceae,Moorella,moorella thermoacetica,57.576923076923066,True
973,RS_GCF_001437285.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Pediococcus,pediococcus pentosaceus,31.604,False
974,RS_GCF_001441615.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Roseovarius,roseovarius atlanticus,26.5,False
975,RS_GCF_001442535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter,lysobacter antibioticus,29.0,False
976,RS_GCF_001465545.3,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Pandoraea,pandoraea norimbergensis,29.0,True
977,RS_GCF_001468005.1,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,legionella steelei,35.0,False
978,RS_GCF_001487165.1,Bacteria,Firmicutes_A,Clostridia,Lachnospirales,Lachnospiraceae,Blautia_A,blautia_a massiliensis,40.0,True
979,RS_GCF_001507545.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,ruegeria profundi,34.0,False
980,RS_GCF_001556865.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingobium,sphingobium sp001556865,20.0,False
981,RS_GCF_001583415.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Mycobacteriaceae,Mycobacterium,mycobacterium phlei,36.4166666666667,False
982,RS_GCF_001658025.2,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Kosakonia,kosakonia oryzae,32.5,False
983,RS_GCF_001687665.2,Bacteria,Firmicutes,Bacilli,Bacillales_A,Planococcaceae,Planococcus,planococcus donghaensis,27.5,False
984,RS_GCF_001721645.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter,pedobacter steynii_a,26.0,False
985,RS_GCF_001730305.1,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,enterococcus termitis,37.5,False
986,RS_GCF_001911425.1,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter,mucilaginibacter polytrichastri,29.0,False
987,RS_GCF_001950255.1,Bacteria,Firmicutes_B,Z-2901,Carboxydothermales,Carboxydothermaceae,Carboxydothermus,carboxydothermus pertinax,65.0,True
988,RS_GCF_002088935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Hyphomonadaceae,Henriciella,henriciella litoralis,27.5,False
989,RS_GCF_002091475.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,sphingomonas azotifigens,31.0,False
990,RS_GCF_002215585.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Shewanellaceae,Shewanella,shewanella marisflavi,33.5,False
991,RS_GCF_002216005.1,Bacteria,Firmicutes_D,Natranaerobiia,Natranaerobiales,Natranaerobiaceae,Natranaerobius_A,natranaerobius_a trueperi,52.0,True
992,RS_GCF_002234405.1,Bacteria,Actinobacteriota,Actinomycetia,Mycobacteriales,Pseudonocardiaceae,Amycolatopsis,amycolatopsis thailandensis,31.0,False
993,RS_GCF_002257525.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,halomonas ventosae_b,32.5,False
994,RS_GCF_002735695.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Chitinimonadaceae,Chitinimonas,chitinimonas sp002735695,22.0,True
995,RS_GCF_002843425.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Thermonemataceae,Raineya,raineya orbicola,50.0,True
996,RS_GCF_002936955.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Aeromonadaceae,Oceanisphaera,oceanisphaera arctica,24.0,True
997,RS_GCF_003008535.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Ottowia,ottowia oryzae,29.0,False
998,RS_GCF_003012935.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Stappiaceae,Pannonibacter,pannonibacter carbonis,32.5,False
999,RS_GCF_003014595.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Chitinophaga,chitinophaga ginsengisoli,28.5,False
1000,RS_GCF_003025595.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Photobacterium,photobacterium ganghwense,35.0,False
1001,RS_GCF_003034225.1,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas_E,sphingomonas_e fennica,29.25,True
1002,RS_GCF_003044645.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,neisseria subflava_b,36.0,False
1003,RS_GCF_003046315.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,DSM-45169,Desmospora,desmospora activa,40.0,True
1004,RS_GCF_003054245.1,Bacteria,Firmicutes,Bacilli,Thermoactinomycetales,DSM-45169,Melghirimyces,melghirimyces profundicolus,52.5,True
1005,RS_GCF_003074135.1,Bacteria,Actinobacteriota,Actinomycetia,Euzebyales,Euzebyaceae,Euzebya,euzebya tangerina,24.0,True
1006,RS_GCF_003076515.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Alcaligenes,alcaligenes aquatilis,29.143,False
1007,RS_GCF_003182475.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Mangrovibacter,mangrovibacter plantisponsor,29.0,True
1008,RS_GCF_003254295.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacter,rhodobacter capsulatus,27.7272727272727,True
1009,RS_GCF_003254625.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium ginsenosidimutans,27.5,False
1010,RS_GCF_003258705.1,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Spirosomaceae,Arcticibacterium,arcticibacterium luteifluviistationis,20.0,True
1011,RS_GCF_003258835.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhodobiaceae,Rhodobium,rhodobium orientis,27.3333333333333,True
1012,RS_GCF_003337415.1,Bacteria,Firmicutes_A,Clostridia,Acetivibrionales,DSM-27016,Anaerobacterium,anaerobacterium chartisolvens,35.0,True
1013,RS_GCF_003337425.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Extensimonas,extensimonas vulgaris,48.0,True
1014,RS_GCF_003413745.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Marixanthomonas,marixanthomonas ophiurae,26.5,True
1015,RS_GCF_003628755.1,Bacteria,Firmicutes_A,Clostridia,Christensenellales,Christensenellaceae,Christensenella,christensenella minuta,38.5,True
1016,RS_GCF_003634345.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Coprobacteraceae,Coprobacter,coprobacter fastidiosus,35.25,True
1017,RS_GCF_003966655.1,Bacteria,Proteobacteria,Gammaproteobacteria,Acidithiobacillales,Acidithiobacillaceae,Acidithiobacillus,acidithiobacillus ferridurans,29.0,True
1018,RS_GCF_003987345.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Alteromonadaceae,Aliidiomarina,aliidiomarina shirensis,32.5,False
1019,RS_GCF_003992625.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Devosiaceae,Pelagibacterium,pelagibacterium lentulum,33.0,True
1020,RS_GCF_004217115.1,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Ancylomarina,ancylomarina subtilis,29.0,True
1021,RS_GCF_004340905.1,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Rubrivivax,rubrivivax gelatinosus,27.875,False
1022,RS_GCF_004359615.1,Bacteria,Firmicutes,Bacilli,Staphylococcales,Staphylococcaceae,Macrococcus,macrococcus brunensis,35.0,False
1023,RS_GCF_004366375.1,Bacteria,Firmicutes_F,Halanaerobiia,Halanaerobiales,Halanaerobiaceae,Halanaerobium,halanaerobium congolense,42.0,True
1024,RS_GCF_004684805.1,Bacteria,Actinobacteriota,Actinomycetia,Streptomycetales,Streptomycetaceae,Streptomyces,streptomyces palmae,32.5,False
1025,RS_GCF_005144585.1,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Polyangium,polyangium fumosum,28.4444444444444,False
1026,RS_GCF_006783905.1,Bacteria,Actinobacteriota,Actinomycetia,Actinomycetales,Microbacteriaceae,Microbacterium,microbacterium kyungheense,27.5,False
1027,RS_GCF_007671675.1,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Oleiphilaceae,Marinobacter,marinobacter maritimus,22.0,False
1028,RS_GCF_007970805.1,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Chitinophagaceae,Flavisolibacter,flavisolibacter ginsenosidimutans,27.5,True
1029,RS_GCF_008124615.1,Bacteria,Desulfobacterota,Desulfuromonadia,Desulfuromonadales,Geothermobacteraceae,Geothermobacter,geothermobacter ehrlichii,52.5,True
1030,RS_GCF_008806775.1,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,flavobacterium luteum,20.0,False
1031,RS_GCF_009301415.1,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,paracoccus kondratievae,40.0,True
1032,RS_GCF_009696605.1,Bacteria,Firmicutes_A,Clostridia,Tissierellales,Sporanaerobacteraceae,Anaerosalibacter,anaerosalibacter bizertensis,40.0,True
1033,RS_GCF_009811315.1,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Vibrionaceae,Vibrio,vibrio atypicus,20.0,False
